,City of London,Barking & Dagenham,Barnet,Bexley,Brent,Bromley,Camden,Croydon,Ealing,Enfield,Greenwich,Hackney,Hammersmith & Fulham,Haringey,Harrow,Havering,Hillingdon,Hounslow,Islington,Kensington & Chelsea,Kingston upon Thames,Lambeth,Lewisham,Merton,Newham,Redbridge,Richmond upon Thames,Southwark,Sutton,Tower Hamlets,Waltham Forest,Wandsworth,Westminster,,Inner London,Outer London,,NORTH EAST,NORTH WEST,YORKS & THE HUMBER,EAST MIDLANDS,WEST MIDLANDS,EAST OF ENGLAND,LONDON,SOUTH EAST,SOUTH WEST,,England
,E09000001,E09000002,E09000003,E09000004,E09000005,E09000006,E09000007,E09000008,E09000009,E09000010,E09000011,E09000012,E09000013,E09000014,E09000015,E09000016,E09000017,E09000018,E09000019,E09000020,E09000021,E09000022,E09000023,E09000024,E09000025,E09000026,E09000027,E09000028,E09000029,E09000030,E09000031,E09000032,E09000033,,E13000001,E13000002,,E12000001,E12000002,E12000003,E12000004,E12000005,E12000006,E12000007,E12000008,E12000009,,E92000001
May-20,"918,209","293,816","526,033","339,353","482,808","425,300","855,338","373,805","473,283","391,460","392,507","576,964","680,111","549,865","445,417","367,940","407,142","396,578","630,653","1,353,405","482,372","513,274","416,638","515,916","363,515","418,540","688,187","516,452","371,896","460,079","444,103","607,048","944,550",,"577,820","425,045",,"127,066","164,234","164,927","194,742","198,336","290,097","470,394","321,421","255,487",,"247,025"
Jun-20,"882,872","300,526","518,175","340,893","484,160","425,444","837,719","372,414","463,424","385,347","387,218","571,464","718,768","546,376","441,942","371,148","403,039","394,693","641,492","1,300,968","478,540","520,303","422,939","519,174","371,624","412,781","701,625","509,473","371,088","445,197","447,790","596,641","957,831",,"576,729","423,808",,"128,964","168,963","168,096","199,049","202,038","291,578","478,922","322,172","259,493",,"250,851"
Jul-20,"786,627","304,556","523,280","344,091","482,303","428,557","807,904","377,278","466,117","386,065","386,101","584,128","748,437","547,778","445,805","373,192","408,573","394,813","656,971","1,321,047","484,775","538,635","422,336","524,383","375,328","417,394","695,228","508,674","373,184","444,565","443,867","597,441","917,264",,"579,694","426,273",,"130,808","171,215","169,204","200,701","203,670","292,738","483,146","325,886","264,554",,"253,482"
Aug-20,"827,659","304,924","529,660","346,680","497,729","433,423","824,742","374,030","483,810","397,145","389,491","584,804","758,825","565,432","452,524","375,067","410,161","407,761","678,741","1,344,350","497,936","538,243","421,910","528,417","374,037","420,140","688,624","506,554","378,301","454,850","449,510","611,665","981,248",,"588,876","431,209",,"131,490","173,942","171,634","201,351","205,466","296,928","488,557","329,550","265,726",,"256,135"
Sep-20,"798,499","301,702","533,619","345,061","519,562","435,060","839,032","377,322","490,928","399,742","399,104","607,150","752,481","570,180","454,163","373,312","410,314","418,843","691,114","1,347,733","499,978","544,458","427,229","525,931","368,467","427,270","689,690","510,643","381,405","467,584","450,748","630,857","941,114",,"595,535","434,299",,"135,363","174,192","172,110","202,270","207,558","300,532","492,983","332,372","270,737",,"258,545"
Oct-20,"836,807","304,852","530,354","345,405","522,239","437,146","827,264","376,775","492,156","406,689","400,074","592,287","732,566","587,339","457,572","372,050","414,765","422,508","687,446","1,302,912","499,236","543,795","434,287","540,158","373,991","430,363","689,039","516,214","385,399","474,453","462,072","628,923","908,255",,"595,196","436,791",,"135,916","178,446","175,545","206,181","210,182","300,931","487,615","334,235","273,080",,"261,076"
Nov-20,"769,392","305,012","528,816","346,253","513,101","445,155","815,443","381,292","495,014","405,835","403,991","597,591","745,044","581,958","468,407","373,927","415,695","429,111","676,687","1,315,400","493,847","544,844","440,733","550,211","377,945","435,811","693,000","526,873","389,500","469,783","470,824","621,452","902,769",,"595,485","440,049",,"138,175","179,264","179,048","208,278","211,497","301,781","495,721","337,976","274,661",,"263,627"
Dec-20,"801,999","309,560","532,528","352,261","495,067","453,389","786,159","380,132","495,499","412,872","401,012","589,272","728,847","584,144","474,609","378,206","426,362","425,582","661,170","1,350,335","497,768","538,485","440,485","555,219","387,427","440,916","692,690","540,038","391,577","468,390","473,238","607,846","916,414",,"593,672","443,059",,"139,713","183,164","180,628","211,157","215,422","307,339","497,929","340,839","278,732",,"267,194"
Jan-21,"758,077","312,740","539,456","355,867","514,041","456,479","799,565","381,000","499,133","417,034","407,971","593,821","717,141","590,704","474,490","380,518","427,090","429,045","670,707","1,327,343","500,442","540,840","442,786","552,584","384,331","447,923","689,780","544,841","394,474","462,063","474,388","605,528","928,270",,"594,175","446,397",,"139,236","182,234","181,214","211,091","213,786","306,283","499,115","340,552","277,271",,"266,588"
Feb-21,"727,872","314,920","539,250","358,118","506,770","452,733","795,318","383,398","497,789","420,566","407,621","596,905","702,193","582,739","481,157","384,365","427,817","422,386","680,188","1,251,354","500,783","530,521","444,558","542,900","389,643","448,298","675,612","530,800","395,308","467,062","479,721","596,619","940,207",,"590,010","446,329",,"139,497","184,710","181,319","212,764","216,219","307,302","490,384","339,787","277,987",,"267,192"
Mar-21,"725,635","311,911","542,160","358,856","513,100","453,171","805,321","390,487","501,982","422,285","409,008","592,641","717,193","575,885","485,776","384,528","425,448","425,666","685,818","1,206,534","505,877","535,077","449,066","541,323","393,936","445,906","678,051","525,775","394,830","468,434","483,369","599,282","954,360",,"591,933","448,196",,"142,511","186,939","183,188","213,897","218,064","310,039","499,862","344,724","282,898",,"270,627"
Apr-21,"748,815","310,454","534,687","358,992","493,682","455,807","810,042","393,783","498,632","420,527","404,572","577,155","739,881","557,785","489,447","385,228","426,391","430,286","667,755","1,194,465","503,144","530,554","444,486","536,378","390,513","446,034","682,862","514,324","394,600","469,685","479,686","591,272","931,124",,"585,726","447,292",,"140,152","184,388","179,999","211,665","216,497","308,296","491,221","342,086","279,228",,"267,500"
May-21,"756,082","309,571","538,012","359,007","507,153","460,556","821,255","393,858","496,876","416,529","400,542","569,742","738,465","557,673","486,798","386,164","424,419","423,682","661,615","1,227,587","504,698","538,577","434,411","535,372","382,881","444,311","692,951","512,258","394,114","455,885","476,033","591,189","890,972",,"581,369","447,435",,"140,024","184,621","181,853","211,871","216,741","308,003","486,387","342,227","276,754",,"267,295"
Jun-21,"773,492","314,031","546,801","362,288","514,005","467,240","812,856","394,957","499,212","419,479","408,770","580,153","736,103","561,604","486,106","387,167","426,840","425,952","658,974","1,213,703","511,615","534,203","431,484","538,421","387,205","452,279","694,013","510,640","396,539","456,558","474,282","589,745","859,417",,"579,413","451,153",,"152,391","200,024","195,756","224,910","230,971","322,889","505,476","358,431","298,345",,"284,171"
Jul-21,"948,729","309,541","541,711","365,740","525,506","469,521","872,821","393,696","507,125","418,889","395,225","612,938","792,436","558,467","480,829","387,842","427,570","413,785","680,554","1,325,088","504,504","521,287","424,442","534,041","384,340","449,437","721,778","505,480","401,510","451,636","474,504","601,492","923,112",,"590,275","450,805",,"141,874","184,158","180,498","212,462","217,250","310,158","500,998","345,702","274,694",,"268,620"
Aug-21,"953,551","313,791","555,311","370,500","519,287","471,441","872,473","396,512","514,378","426,401","401,174","621,941","840,993","576,346","480,739","390,818","431,997","420,271","700,010","1,392,062","513,394","519,307","430,600","541,204","389,475","454,010","738,153","504,830","406,789","455,902","477,615","618,315","1,036,939",,"605,069","455,896",,"144,253","190,175","186,743","218,956","224,452","320,199","511,200","355,490","288,056",,"277,122"
Sep-21,"954,884","315,039","554,752","371,846","517,734","471,614","872,300","397,651","512,025","428,052","396,424","616,610","853,871","582,330","485,800","397,720","435,108","418,442","704,567","1,448,426","514,672","523,334","428,904","545,464","386,497","455,966","738,058","502,833","411,987","449,501","480,266","627,147","1,034,826",,"607,271","457,270",,"155,181","201,311","196,371","228,064","231,395","329,140","510,427","367,546","301,898",,"287,794"
Oct-21,"793,389","326,713","568,918","374,878","512,019","474,874","827,239","403,486","516,798","433,225","411,397","583,362","798,266","594,597","487,896","399,975","439,219","427,884","718,091","1,449,091","534,105","541,699","443,278","568,211","386,907","466,994","739,148","500,209","414,203","439,353","480,100","636,022","1,021,404",,"604,862","463,952",,"144,523","190,950","187,307","225,375","226,028","328,618","512,356","365,852","297,085",,"281,677"
Nov-21,"799,675","328,531","572,810","377,659","519,123","479,553","859,589","405,719","515,563","432,512","410,962","585,104","768,759","585,387","492,344","403,196","442,989","428,335","723,061","1,431,684","534,870","545,083","443,908","578,026","389,270","468,643","736,053","509,167","411,553","441,439","477,625","639,461","983,255",,"605,014","465,928",,"146,915","195,727","191,882","228,034","230,118","333,707","515,384","368,804","303,559",,"286,201"
Dec-21,"809,376","330,851","574,877","378,365","522,416","478,676","884,055","407,217","515,679","432,686","409,843","596,044","771,330","576,528","499,746","402,471","440,276","429,914","732,284","1,394,457","529,652","541,322","439,428","581,997","388,008","469,192","749,099","516,020","410,207","440,311","473,703","642,083","1,049,443",,"608,430","466,581",,"148,534","198,728","192,955","230,798","233,926","335,272","515,116","370,484","306,202",,"288,576"
Jan-22,"827,786","333,504","577,285","380,827","514,876","474,163","868,413","402,765","514,902","432,210","409,436","623,372","755,030","586,929","502,139","404,847","438,004","424,977","698,748","1,384,305","526,824","533,181","432,664","559,057","393,215","467,772","734,774","523,263","415,811","448,042","475,089","620,710","1,062,983",,"605,872","464,702",,"148,651","199,974","195,104","231,867","233,978","335,653","517,339","375,044","307,995",,"290,286"
Feb-22,"843,338","336,841","571,275","382,926","511,511","478,546","864,668","404,007","516,178","432,197","410,561","634,954","759,148","588,012","510,295","405,523","440,039","426,588","691,076","1,401,357","521,701","543,439","438,111","552,354","391,759","470,091","739,986","528,873","419,478","456,719","477,460","629,262","1,055,563",,"611,415","465,954",,"148,939","200,759","196,676","233,023","234,441","339,056","517,988","374,641","309,251",,"291,357"
Mar-22,"816,776","337,639","573,655","386,972","508,373","480,229","878,783","408,738","513,959","435,475","413,470","627,754","750,651","589,551","503,361","407,709","445,624","423,397","698,161","1,473,051","527,059","541,159","446,256","547,435","399,035","469,037","745,295","528,119","421,502","463,522","477,443","633,091","1,043,239",,"615,498","467,606",,"150,861","201,940","196,115","235,325","237,461","340,341","516,618","378,778","310,743",,"293,090"
Apr-22,"808,792","333,921","581,811","385,161","522,339","486,446","876,169","411,366","511,612","441,738","411,886","602,394","745,806","578,978","497,781","415,182","447,085","427,031","718,656","1,514,342","521,321","542,131","446,900","558,230","395,188","470,817","754,909","530,417","420,283","467,332","480,014","643,298","1,008,872",,"615,517","470,495",,"152,281","203,919","198,324","237,283","239,706","341,659","523,392","379,913","316,274",,"295,750"
May-22,"797,896","337,202","587,188","386,673","533,942","491,231","852,188","414,232","515,577","447,982","422,824","593,720","746,337","586,857","501,877","419,696","449,049","432,468","731,595","1,504,022","531,794","538,579","446,999","564,548","402,613","460,698","750,075","532,030","424,067","472,315","484,324","637,979","972,372",,"613,788","474,483",,"152,869","207,353","202,976","240,859","243,943","347,158","524,690","385,329","322,279",,"300,138"
Jun-22,"819,762","345,874","592,755","391,820","536,487","502,416","837,089","414,210","524,252","447,715","432,090","612,423","769,050","588,427","515,127","420,956","452,823","448,090","716,840","1,496,063","533,078","543,871","453,466","568,513","407,834","466,553","757,597","546,176","433,252","473,334","496,106","640,388","971,858",,"618,500","480,703",,"155,003","208,965","204,298","243,648","243,258","349,259","533,983","387,914","320,981",,"302,108"
Jul-22,"809,689","349,371","594,042","396,386","552,317","505,704","851,867","418,634","534,094","448,574","433,334","633,656","789,644","594,083","532,033","421,756","456,343","452,130","710,934","1,472,982","550,760","551,000","462,648","577,646","419,370","470,245","747,520","553,146","439,613","476,367","509,344","640,881","956,176",,"624,739","485,837",,"160,087","213,935","207,570","245,409","251,258","353,610","539,945","393,640","328,308",,"307,584"
Aug-22,"827,997","350,239","601,932","402,668","562,408","513,499","867,930","426,105","537,221","453,345","433,944","649,581","811,030","598,849","537,979","424,269","460,561","453,679","726,035","1,470,011","552,513","556,757","472,036","584,031","419,424","485,266","768,200","553,810","443,878","473,524","521,310","658,279","962,930",,"632,985","492,161",,"161,439","216,322","210,138","250,337","251,927","358,296","545,608","398,893","334,116",,"311,435"
Sep-22,"827,441","349,654","605,424","403,469","584,928","515,463","857,956","432,808","540,136","458,005","441,501","649,499","811,411","616,945","538,716","430,159","468,007","457,784","745,124","1,469,560","564,884","557,410","470,034","587,983","422,288","484,695","770,619","554,936","446,381","485,523","523,478","662,041","929,922",,"635,713","496,724",,"163,326","218,457","212,196","252,253","254,390","361,500","546,005","402,607","335,744",,"313,885"
Oct-22,"870,800","355,291","597,777","409,720","578,011","522,980","841,596","434,228","541,819","465,140","446,360","650,515","785,834","615,957","534,259","433,707","476,513","459,236","736,002","1,344,259","572,466","554,845","465,452","580,121","425,535","487,315","774,219","552,503","446,110","492,635","526,452","659,284","928,550",,"630,180","499,293",,"165,101","220,007","212,848","252,683","256,453","362,315","539,975","403,471","337,488",,"314,712"
Nov-22,"948,073","359,495","587,968","410,408","572,262","523,811","838,162","432,217","543,594","466,257","449,409","651,528","747,199","618,917","533,043","437,944","481,812","465,187","707,557","1,338,883","572,045","555,242","465,505","587,222","430,549","488,605","756,218","559,552","450,224","499,400","518,151","653,159","909,745",,"627,302","499,311",,"164,610","221,432","213,389","254,953","256,140","366,772","542,911","402,652","336,748",,"315,696"
Dec-22,"968,060","362,054","595,486","416,060","566,795","523,365","842,167","430,256","548,034","469,587","442,877","639,305","725,829","600,910","542,277","442,906","475,198","456,555","683,288","1,278,176","570,307","553,850","470,100","594,930","431,657","487,457","742,061","554,637","451,000","520,525","510,179","657,123","910,287",,"624,704","499,111",,"163,731","221,101","214,773","256,159","256,206","363,779","543,099","404,229","330,601",,"315,119"
